category,gDork
Various Online Devices,intitle:"router"inurl:"home.asp" 

Sensitive Directories,inurl:"wp-content/uploads/private" 

Sensitive Directories,inurl:pipermail intitle:index.of parent 

Pages Containing Login Portals,inurl:"https://blackboard" | inurl:"http://blackboard" 

Pages Containing Login Portals,inurl:"http://canvas" | inurl:"https://canvas" | intitle:"Log In to Canvas" 

Files Containing Passwords,intext:smtp | pop intext:login | logon intext:password | passcode filetype:xls | filetype:xlsx 

Files Containing Passwords,inurl:"ftp" intext:"user" | "username" | "userID" | "user ID" | "logon" | "login" intext:"password" | "passcode" filetype:xls | filetype:xlsx 

Pages Containing Login Portals,intitle:"Workspace Login" intext:"WinOcular WorkSpace" 

Files Containing Passwords,ext:sql intext:username intext:password 

Advisories and Vulnerabilities,intitle:"Dashboard [Jenkins]" Credentials 

Pages Containing Login Portals,intitle:"SmarterMail Login" inurl:"/Login.aspx" 

Various Online Devices,intitle:index.of inurl:openwebmail -site:openwebmail.org 

Pages Containing Login Portals,inurl:portal | intitle:portal ("login" | "logon" | "admin") inurl:patient | intitle:patient 

Pages Containing Login Portals,inurl:"http://cms" | inurl:"https://cms" ("login" | "logon" | "admin") -school 

Files Containing Passwords,ext:xls intext:NAME intext:TEL intext:EMAIL intext:PASSWORD 

Various Online Devices,intitle:"Solr Admin" "Core Admin" "Thread Dump" 

Various Online Devices,"Build ref: " 

Advisories and Vulnerabilities,"powered by joomla ." OR "powered by joomla ." OR "powered by joomla ." 

Sensitive Directories,intitle:index.of inurl:grades site:edu 

Sensitive Directories,intitle:index.of parent inurl:repos 

Files Containing Passwords,inurl:etc -intext:etc ext:passwd 

Pages Containing Login Portals,inurl:webgps intitle:"GPS Monitoring System" 

Files Containing Passwords,filetype:log intext:password | pass | pw 

Sensitive Directories,"My Documents" "parent" intitle:index.of 

Sensitive Directories,"Desktop" parent intitle:index.of 

Advisories and Vulnerabilities,inurl:cgi-bin/webproc?getpage= 

Sensitive Directories,"sql" "parent" intitle:index.of -injection 

Sensitive Directories,inurl:.listing intitle:index.of 

Sensitive Directories,inurl:.DS_Store intitle:index.of 

Sensitive Directories,inurl:/aspnet_client/system_web/ 

Sensitive Directories,private parent intitle:index.of 

Sensitive Directories,inurl:users intitle:index.of 

Sensitive Directories,mail spool intitle:index.of 

Pages Containing Login Portals,inurl:/my.logon.php? 

Pages Containing Login Portals,intitle:Parallels Plesk Panel for Microsoft Windows /login_up.php 

Web Server Detection,inurl:"/web-console/" intitle:"Administration Console" 

Various Online Devices,inurl:webvisu.htm ext:htm 

Pages Containing Login Portals,inurl:agc/vicidial.php 

Various Online Devices,inurl:axis.cgi ext:cgi 

Pages Containing Login Portals,inurl:imapuser Mail :: Welcome to Horde imp login.php password 

Various Online Devices,intitle:Global Traffic Statistics "Ntop" 

Pages Containing Login Portals,intitle:Oracle PeopleSoft Sign-in "Oracle" Sign-in "error" 

Various Online Devices,inurl:printer/main.html 

Files Containing Juicy Info,site:ws.kik.com | site:ws.kik.com k= 

Sensitive Directories,inurl:"default.php" intext:"website" "has been successfully installed on the server!" 

Error Messages,intitle:Content Server Error IdcService=DOC_INFO 

Footholds,inurl:shllZ/c/ 

Various Online Devices,intitle:"WebService Web Service" ext:asmx 

Error Messages,intitle:"Whoops! There was an error." 

Pages Containing Login Portals,inurl:"remote.php/webdav" -site:owncloud.org 

Sensitive Directories,intitle:"Index.of" "attachments" 

Files Containing Juicy Info,site:target.com ext:xml | ext:conf | ext:cnf | ext:reg | ext:inf | ext:rdp | ext:cfg | ext:txt | ext:ora | ext:ini 

Sensitive Directories,intitle:"Index of" "WhatsApp Databases" 

Pages Containing Login Portals,intitle:Logon OrderCloud ui/logon.aspx 

Pages Containing Login Portals,inurl:"/wap/LoginPolicy.jsp" 

Various Online Devices,intitle:"IPCam" inurl:monitor.htm 

Files Containing Juicy Info,inurl:xampp inurl:perlinfo.pl ext:pl 

Files Containing Juicy Info,site:.edu | .gov ext:bkf | ext:bkp | ext:bak | ext:old | ext:backup 

Various Online Devices,inurl:browse.php inurl:kcfinder -github.com 

Advisories and Vulnerabilities,"ganglia mobile.php" 

Sensitive Directories,inurl:"/cms/app/webroot" 

Error Messages,intitle:Error-javax.el.ELException+error+xhtml 

Error Messages,intitle:Error Page pageWrapper.jsp? 

Pages Containing Login Portals,intitle:IBM Lotus iNotes Login 

Files Containing Juicy Info,inurl:src/viewcvs.cgi/log/.c?= 

Pages Containing Login Portals,site: edu|org + inurl:"faculty_login.asp | .php" 

Sensitive Directories,intitle:"Index of" "WhatsApp Images" 

Various Online Devices,inurl:/set_config_password.html 

Files Containing Juicy Info,inurl: mil|/issue.php filetype:xls 

Error Messages,intext:"Unexpected Problem Occurred!" ext:aspx 

Sensitive Directories,intitle:"Index of" "DCIM" 

Footholds,intitle:SNX SHELL: WEEEEEEEEEEEEEEEEED 

Files Containing Juicy Info,filetype:pac inurl:"/proxy" 

Various Online Devices,inurl:"/squid-reports/" AND intitle:"SARG reports" 

Various Online Devices,intitle:"hp laserjet" inurl:SSI/Auth/set_config_deviceinfo.htm 

Files Containing Juicy Info,intext:/homedir/.cpanel-datastore/ 

Files Containing Juicy Info,intext:bbdd index.of "/" "Parent Directory" 

Files Containing Juicy Info,inurl:cgi-bin ext:pl intext:"-rwxr-xr-x" 

Advisories and Vulnerabilities,allinurl:wp-content/plugins/wptf-image-gallery/ 

Advisories and Vulnerabilities,inurl:/plugins/aviary-image-editor-add-on-for-gravity-forms/ 

Advisories and Vulnerabilities,inurl:/wp-content/plugins/inboundio-marketing/ 

Sensitive Directories,intext:index of sym 

Files Containing Juicy Info,intext:"Full path to a .htpasswd file in this dir:" filetype:php 

Various Online Devices,allinurl:foldercontent.html?folder= 

Files Containing Juicy Info,inurl:wp-admin/admin-ajax.php inurl:wp-config.php 

Files Containing Passwords,intext:@pwcache "parent directory" 

Pages Containing Login Portals,intitle:"InterWorx-CP" "Forgot your password" 

Pages Containing Login Portals,site:.mil + inurl:login.aspx | .asp | .html | .php | .htm 

Advisories and Vulnerabilities,inurl:EndUserPortal.jsp 

Various Online Devices,allinurl:awstats.pl ext:pl 

Advisories and Vulnerabilities,inurl:"index.php" intext:"ApPHP Hotel Site" -site:"apphp.com" 

Advisories and Vulnerabilities,inurl:courier/web/ inurl:wmLogin.html filetype:html 

Sensitive Directories,intitle:index.of.pubs 

Various Online Devices,inurl:"/certsrv" intext:"Select a task" 

Files Containing Juicy Info,inurl:access.cnf ext:cnf 

Files Containing Juicy Info,intext:OLD_FOREIGN_KEY_CHECKS"; = ext:txt 

Files Containing Juicy Info,phpMyAdmin SQL Dump 

Files Containing Passwords,site:pastebin.com intext:Username 

Sensitive Directories,intitle:"Index of" "wwwroot" 

Files Containing Juicy Info,"Futon on Apache" inurl:_utils 

Pages Containing Login Portals,inurl:Citrix/MetaframeXP 

Files Containing Juicy Info,"signons.sqlite" intitle:"index of" 

Footholds,ext:asp intext:Smart.Shell . BY PUy@_$r\/R - 

Web Server Detection,filetype:asmx inurl:(_vti_bin|api|webservice) 

Pages Containing Login Portals,Auth inurl:welcome ext:cgi 

Sensitive Directories,intitle:"Index Of" intext:"iCloud Photos" OR intext:"My Photo Stream" OR intext:"Camera Roll" 

Sensitive Directories,intitle:"index of" inurl:"no-ip.com" 

Files Containing Juicy Info,intitle:"Index of" "mail" "Inbox" "Sent" 

Files Containing Juicy Info,filetype:pcf vpn OR Group 

Files Containing Juicy Info,intitle:"index of" "fic" "ndx" 

Sensitive Directories,inurl:private_files 

Sensitive Directories,intitle:"index of" "onetoc" "one" 

Files Containing Juicy Info,inurl:/dbg-wizard.php 

Files Containing Passwords,intext:DB_PASSWORD ext:env 

Files Containing Juicy Info,intitle:"index of" "archive.pst" -contrib 

Sensitive Directories,inurl:wp-admin/ intext:css/ 

Advisories and Vulnerabilities,inurl:/wp-admin/post.php?post= 

Various Online Devices,inurl:/graphs/ intitle:RouterOs 

Files Containing Juicy Info,filetype:pub inurl:ssh 

Sensitive Directories,intitle:"Index of ftp" 

Advisories and Vulnerabilities,inurl:/wp-admin/admin-ajax.php?action=revslider_ajax_action 

Files Containing Passwords,ext:csv intext:"password" 

Various Online Devices,inurl:upsstats.cgi?host 

Various Online Devices,inurl:ftp inurl:Seagate inurl:Backup inurl:Plus inurl:Drive 

Files Containing Juicy Info,intext:JSESSIONID OR intext:PHPSESSID inurl:access.log ext:log 

Sensitive Directories,intitle:index.of.dropbox 

Sensitive Directories,intitle:index.of +"Indexed by Apache::Gallery" 

Sensitive Directories,intitle:index.of.accounts 

Files Containing Juicy Info,intitle:index of /weekly cpbackup 

Vulnerable Servers,allintext:Copyright Smart PHP Poll. All Rights Reserved. -exploit 

Files Containing Passwords,ext:sql intext:"alter user" intext:"identified by" 

Vulnerable Servers,allinurl:moadmin.php -google -github 

Sensitive Directories,inurl:/wp-content/wpbackitup_backups 

Sensitive Directories,"Config" intitle:"Index of" intext:vpn 

Various Online Devices,intitle:"AP Router New Generation" intext:"Status do AP Router" 

Various Online Devices,inurl:.cgi-bin/luci 

Various Online Devices,inurl:.cgi-bin/webproc 

Sensitive Directories,"jos_users" intitle:"Index of" 

Files Containing Passwords,inurl:"security/xamppdirpasswd.txt" 

Files Containing Juicy Info,filetype:xml inurl:/WEB-INF/ inurl:ftp:// -www 

Various Online Devices,".git" intitle:"Index of" 

Files Containing Juicy Info,inurl:"/server-info" intext:"Loaded Modules" 

Advisories and Vulnerabilities,inurl:fckeditor -intext:"ConfigIsEnabled = False" intext:ConfigIsEnabled 

Various Online Devices,inurl:dyn_sensors.htm 

Sensitive Directories,inurl:/cgi-bin/.cgi 

Files Containing Juicy Info,inurl:"installer-log.txt" intext:"DUPLICATOR INSTALL-LOG" 

Vulnerable Servers,inurl:/elfinder/elfinder.html+intitle:"elFinder ." 	 

Files Containing Juicy Info,ext:pem intext:BEGIN CERTIFICATE 

Files Containing Passwords,inurl:yahoo_site_admin/credentials/ 

Files Containing Juicy Info,ext:log telnet intext:password 

Files Containing Juicy Info,filetype:mobileconfig intext:password OR intext:pass 

Pages Containing Login Portals,intext:"Please Authenticate" intitle:Peakflow 

Files Containing Juicy Info,ext:txt inurl:gov intext:"Content-Type: text/plain; charset=utf-" AND intext:"Received: from " 

Files Containing Juicy Info,ext:msg OR ext:eml site:gov OR site:edu 

Vulnerable Servers,inurl:CHANGELOG.txt intext:drupal intext:"SA-CORE" -intext:. -site:github.com -site:drupal.org 

Vulnerable Servers,inurl:robots.txt intext:CHANGELOG.txt intext:disallow ext:txt -site:github.com 

Files Containing Juicy Info,filetype:log intext:org.apache.hadoop.hdfs 

Various Online Devices,inurl:cgi-bin/mailgraph.cgi 

Pages Containing Login Portals,inurl:logon.html "CSCOE" 

Files Containing Juicy Info,intext:baaecbffbcfbeefd AND (ext:txt OR ext:csv OR ext:xls OR ext:lst) 

Pages Containing Login Portals,intitle:FRITZ!Box inurl:login.lua 

Files Containing Juicy Info,(intext:mail AND intext:samAccountName) AND (filetype:xlsx OR filetype:xls OR filetype:csv OR filetype:txt) 

Vulnerable Servers,ext:cgi inurl:cgi-bin intext:#!/bin/bash 

Pages Containing Login Portals,intitle:"virtual office" sonicwall domain 

Sensitive Online Shopping Info,dcid= bn= pin code= 

Files Containing Passwords,"automatic teller" "operator manual" "password" filetype:pdf 

Files Containing Juicy Info,"google confidential" filetype:pdf 

Files Containing Passwords,inurl:ws_ftp.ini "[WS_FTP]" filetype:ini 

Pages Containing Login Portals,intitle:"index" intext:"Login to the Administrative Interface" 

Files Containing Juicy Info,filetype:sql site:com and "insert into" admin "" 

Various Online Devices,inurl:"phy.htm" intitle:"Touchstone Status" 

Files Containing Juicy Info,filetype:sql site:gov and "insert into" 

Various Online Devices,dorks:SiteScope inurl:/SiteScope/cgi/go.exe/SiteScope?page= 

Network or Vulnerability Data,inurl:"/munin/network-*.html" OR inurl:"/munin/apache-*.html" OR inurl:"/munin/disk-*.html" OR inurl:"/munin/system-*.html" OR inurl:"/munin/munin-*.html" OR inurl:"/munin/problems.html" 

Files Containing Juicy Info,("DMZ" | "Public IP" | "Private IP") filetype:xls 

Various Online Devices,inurl:dfshealth.jsp 

Various Online Devices,intext:"Hikvision" inurl:"login.asp" 

Various Online Devices,inurl:"/public.php?service=files" 

Vulnerable Servers,"OpenSSL" AND ".. Server at" OR "..a Server at" OR "..b Server at" OR "..c Server at" OR "..d Server at" OR "..e Server at" OR "..f Server at" 

Network or Vulnerability Data,inurl:"/cacti/graph_view.php" OR inurl:"/cacti/graph.php?" 

Files Containing Passwords,xamppdirpasswd.txt filetype:txt 

Pages Containing Login Portals,intitle:"Zimbra Web Client Sign In" 

Pages Containing Login Portals,intitle:"Zimbra Web Client Log In" 

Pages Containing Login Portals,inurl:typo/install/index.php?mode= 

Files Containing Passwords,inurl:typoconf/localconf.php 

Files Containing Juicy Info,filetype:pdf "acunetix website audit" "alerts summary" 

Files Containing Passwords,inurl:/backup intitle:index of backup intext:*sql 

Pages Containing Login Portals,inurl:"Citrix/XenApp/auth/login.aspx" 

Files Containing Juicy Info,inurl:crossdomain filetype:xml intext:allow-access-from 

Files Containing Juicy Info,inurl:clientaccesspolicy filetype:xml intext:allow-from 

Pages Containing Login Portals,intitle:Admin inurl:login.php site:.co.in 

Various Online Devices,intitle:not accepted inurl:"union+select" inurl:"id?=" 

Error Messages,"[function.getimagesize]: failed to open stream: No such file or directory in" 

Files Containing Juicy Info,site:bitbucket.org inurl:.bash_history 

Pages Containing Login Portals,allinurl:"zimbra/?zinitmode=http" -google -github 

Error Messages,intext:"Access denied for" intitle:"Shopping cart" 

Sensitive Directories,allinurl:/hide_my_wp= 

Vulnerable Servers,inurl:"/reports/rwservlet" intext:"Oracle" 

Advisories and Vulnerabilities,intitle:"pChart .x - examples" intext:".." 

Pages Containing Login Portals,allinurl:"/main/auth/profile.php" -github -google 

Footholds,intitle:"=[ nctn privat shell ]=" 

Footholds,intitle:"WSO ." [ Sec. Info ], [ Files ], [ Console ], [ Sql ], [ Php ], [ Safe mode ], [ String tools ], [ Bruteforce ], [ Network ], [ Self remove ] 

Pages Containing Login Portals,inurl:/administrator/index.php?autologin= 

Files Containing Juicy Info,inurl:mikrotik filetype:backup 

Files Containing Juicy Info,intext:phpMyAdmin SQL Dump filetype:sql intext:INSERT INTO `admin` (`id`, `user`, `password`) VALUES -github 

Files Containing Passwords,site:github.com inurl:sftp-config.json intext:/wp-content/ 

Files Containing Passwords,site:github.com inurl:sftp-config.json 

Files Containing Juicy Info,inurl:github.com intext:sftp-conf.json +intext:/wp-content/ 

Pages Containing Login Portals,allinurl:"owa/auth/logon.aspx" -google -github 

Vulnerable Servers,inurl:"struts" filetype:action 

Files Containing Juicy Info,filetype:php intext:"PROJECT HONEY POT ADDRESS DISTRIBUTION SCRIPT" 

Files Containing Juicy Info,inurl:config "fetch = +refs/heads/*:refs/remotes/origin/*" 

Various Online Devices,intitle:"IPCam Client" 

Files Containing Juicy Info,inurl:/wp-content/uploads/ filetype:sql 

Pages Containing Login Portals,"inurl:/data/nanoadmin.php" 

Files Containing Juicy Info,filetype:bak (inurl:php | inurl:asp | inurl:rb) 

Sensitive Directories,intitle:"index of" intext:".ds_store" 

Files Containing Juicy Info,inurl:tar filetype:gz 

Various Online Devices,intitle:"RT at a glance" intext:"quick search" 

Files Containing Juicy Info,inurl:"jmx-console/HtmlAdaptor" intitle:Mbean 

Footholds,filetype:php intext:"!CShell v. . beta" 

Files Containing Juicy Info,filetype:xml inurl:sitemap 

Various Online Devices,filetype:jnlp 

Files Containing Passwords,filetype:password jmxremote 

Files Containing Passwords,ext:sql intext:@gmail.com intext:password 

Files Containing Juicy Info,site:github.com inurl:"known_hosts" "ssh-rsa" 

Files Containing Juicy Info,site:github.com inurl:"id_rsa" -inurl:"pub" 

Pages Containing Login Portals,inurl:"/module.php/core/loginuserpass.php" 

Footholds,intitle:"uploader by ghost-dz" ext:php 

Pages Containing Login Portals,inurl:"/jenkins/login" "Page generated" 

Files Containing Passwords,"BEGIN RSA PRIVATE KEY" filetype:key -github 

Various Online Devices,inurl:*/graphs* intitle:"Traffic and system resource graphing" 

Files Containing Juicy Info,inurl:*/webalizer/* intitle:"Usage Statistics" 

Files Containing Juicy Info,intitle:index.of intext:.ssh 

Vulnerable Files,-site:simplemachines.org "These are the paths and URLs to your SMF installation" 

Sensitive Directories,intitle:"index of" myshare 

Various Online Devices,intitle:"SPAG Configuration" 

Various Online Devices,inurl:"/cgi-mod/index.cgi" 

Various Online Devices,intitle:"RouterOS router configuration page" 

Various Online Devices,inurl:"/webcm?getpage=" 

Various Online Devices,intitle:"Web Client for EDVS" 

Pages Containing Login Portals,intitle:"Comrex ACCESS Rack" 

Files Containing Juicy Info,inurl:"zendesk.com/attachments/token" site:zendesk.com 

Pages Containing Login Portals,inurl:"dasdec/dasdec.csp" 

Sensitive Directories,intext:xampp-dav-unsecure:$apr$OscpDQ$JGwTjzjkrqfKhhhiqD 

Sensitive Directories,intitle:index.of intext:.bash_history 

Pages Containing Login Portals,intitle:"Cisco Integrated Management Controller Login" 

Pages Containing Login Portals,inurl:/secure/Dashboard.jspa intitle:"System Dashboard" 

Vulnerable Servers,inurl:.php? intext:CHARACTER_SETS,COLLATIONS, ?intitle:phpmyadmin 

Files Containing Juicy Info,inurl:fluidgalleries/dat/login.dat 

Files Containing Juicy Info,inurl:wp-content/uploads/dump.sql 

Footholds,inurl:wrm.php intitle:wrm 

Pages Containing Login Portals,intitle:".:: Welcome to the Web-Based Configurator::." & intext:"Welcome to your router Configuration Interface" 

Pages Containing Login Portals,intext:"I'm using a public or shared computer" & intext:"Remote Web Workplace" 

Pages Containing Login Portals,inurl:"/secure/login.aspx" 

Various Online Devices,intitle:"Weather Wing WS-" 

Various Online Devices,intitle:"NetBotz Network Monitoring Appliance" 

Various Online Devices,intitle:"Transponder/EOL Configuration:" inurl:asp 

Files Containing Juicy Info,intitle:"WAMPSERVER Homepage" & intext:"Server Configuration" 

Various Online Devices,intitle:"Web Image Monitor" & inurl:"/mainFrame.cgi" 

Files Containing Juicy Info,inurl:~~joomla.txt filetype:txt 

Files Containing Juicy Info,filetype:txt inurl:wp-config.txt 

Files Containing Juicy Info,filetype:txt inurl:~~Wordpress.txt 

Pages Containing Login Portals,intitle:"VNC Viewer for Java" 

Files Containing Juicy Info,"information_schema" filetype:sql 

Pages Containing Login Portals,"Welcome to phpMyAdmin" + "Username:" + "Password:" + "Language:" + "Afrikaans" 

Pages Containing Login Portals,inurl:/webman/index.cgi 

Pages Containing Login Portals,intitle:"Internet Security Appliance" & intext:"Enter Password and click Login" 

Sensitive Directories,inurl: intitle:"Dashboard [Jenkins]" 

Pages Containing Login Portals,intitle:"Login - OTRS" inurl:pl 

Pages Containing Login Portals,intitle:"WebMail | Powered by Winmail Server - Login" & (intext:"Username" & intext:"Password") 

Pages Containing Login Portals,inurl: intitle:"login" intext:"UserLogin" "English" 

Pages Containing Login Portals,intitle:"::: Login :::" & intext:"Customer Login" & "Any time & Any where" 

Pages Containing Login Portals,inurl:phpmyadmin/index.php & (intext:username & password & "Welcome to") 

Files Containing Juicy Info,allintext: /iissamples/default/ 

Files Containing Juicy Info,filetype:ini "This is the default settings file for new PHP installations" 

Files Containing Juicy Info,filetype:php -site:php.net intitle:phpinfo "published by the PHP Group" 

Files Containing Passwords,filetype:sql insite:pass && user 

Pages Containing Login Portals,Serv-U (c) Copyright - Rhino Software, Inc. All Rights.Reserved. 

Various Online Devices,inurl:/voice/advanced/ intitle:Linksys SPA configuration 

Files Containing Usernames,inurl:"/root/etc/passwd" intext:"home/*:" 

Files Containing Usernames,intext:"root:x:::root:/root:/bin/bash" inurl:*=/etc/passwd 

Pages Containing Login Portals,allintext: "Please login to continue..." "ZTE Corporation. All rights reserved." 

Sensitive Directories,"index of" inurl:root intitle:symlink 

Files Containing Juicy Info,inurl:"php?id=" intext:"DB_Error Object " 

Files Containing Passwords,filetype:config inurl:web.config inurl:ftp 

Sensitive Directories,"index of" inurl:sym 

Files Containing Passwords,ext:sql intext:@hotmail.com intext :password 

Error Messages,inurl:advsearch.php?module= & intext:sql syntax 

Pages Containing Login Portals,intext:THIS IS A PRIVATE SYSTEM AUTHORISED ACCESS ONLY inurl:login.aspx 

Pages Containing Login Portals,intext:YOU ARE ACCESSING A GOVERNMENT INFORMATION SYSTEM inurl:login.aspx 

Pages Containing Login Portals,intext:Computer Misuse Act inurl:login.aspx 

Files Containing Juicy Info,runtimevar softwareVersion= 

Pages Containing Login Portals,site:login.*.* 

Files Containing Passwords,ext:xml ("proto='prpl-'" | "prpl-yahoo" | "prpl-silc" | "prpl-icq") 

Files Containing Juicy Info,ext:gnucash 

Files Containing Passwords,filetype:inc OR filetype:bak OR filetype:old mysql_connect OR mysql_pconnect 

Various Online Devices,inurl:/control/userimage.html 

Files Containing Juicy Info,inurl:admin intext:username= AND email= AND password= OR pass= filetype:xls 

Pages Containing Login Portals,you really should fix this security hole by setting a password for user '.root'. inurl:/phpmyadmin intitle:localhost 

Vulnerable Servers,inurl:/wp-content/wtc/dbcache/ 

Vulnerable Servers,intext:SQL syntax & inurl:index.php?=id & inurl:gov & inurl:gov 

Error Messages,intext:"Fatal error: Class 'Red_Action' not found in" 

Files Containing Juicy Info,inurl:newsnab/www/ automated.config.php 

Files Containing Passwords,allinurl:"User_info/auth_user_file.txt" 

Files Containing Passwords,ext:xml ("mode_passive"|"mode_default") 

Files Containing Passwords,filetype:xls "username | password" 

Sensitive Directories,inurl:ckfinder intext:"ckfinder.html" intitle:"Index of /ckfinder" 

Footholds,Re: intitle:Priv SCR 

Footholds,intitle:Cded By web.sniper 

Files Containing Juicy Info,inurl:.com/configuration.php-dist 

Various Online Devices,intitle:"Pyxis Mobile Test Page" inurl:"mpTest.aspx" 

Various Online Devices,inurl:/web/index.html 

Files Containing Passwords,"parent directory" proftpdpasswd intitle:"index of" -google 

Various Online Devices,intitle:"dd-wrt info" intext:"Firmware: DD-WRT" 

Various Online Devices,inurl:"/level/||/exec/" 

Footholds,Re: inurl:"rt.php" 

Files Containing Passwords,inurl:"/dbman/default.pass" 

Pages Containing Login Portals,inurl:"InfoViewApp/logon.jsp" 

Various Online Devices,inurl:"Orion/SummaryView.aspx" intext:"Orion Core" 

Network or Vulnerability Data,inurl:finger.cgi 

Pages Containing Login Portals,inurl:phpliteadmin.php 

Files Containing Juicy Info,inurl:"phpmyadmin/index.php" intext:"[ Edit ] [ Create PHP Code ] [ Refresh ]" 

Files Containing Passwords,inurl:"passes" OR inurl:"passwords" OR inurl:"credentials" -search -download -techsupt -git -games -gz -bypass -exe filetype:txt @yahoo.com OR @gmail OR @hotmail OR @rediff 

Various Online Devices,intitle:"hp laserjet" inurl:info_configuration.htm 

Files Containing Juicy Info,filetype:avastlic 

Pages Containing Login Portals,Please-logon "intitle:zarafa webaccess " 

Various Online Devices,intext:"You may also donate through the Moneybookers account mb@dd-wrt" 

Files Containing Passwords,intext:charset_test= email= default_persistent= 

Pages Containing Login Portals,inurl:"cgi-bin/webcgi/main" 

Files Containing Juicy Info,filetype:docx Domain Registrar $user $pass 

Pages Containing Login Portals,inurl:/app_dev.php/login "Environment" 

Pages Containing Login Portals,intitle:"Log In" "Access unsecured content without logging in" 

Error Messages,"CHARACTER_SETS" "COLLATION_CHARACTER_SET_APPLICABILITY" 

Pages Containing Login Portals,intitle:"DVR+Web+Client" 

Network or Vulnerability Data,site*.*.*/webalizer intitle:"Usage Statistics" 

Various Online Devices,'apc info' 'apc.php?SCOPE=' 

Vulnerable Servers,intext: intext: intext: intext: intext: 

Vulnerable Servers,intitle:awen+intitle:asp.net 

Pages Containing Login Portals,"mailing list memberships reminder" 

Files Containing Juicy Info,intext:"Thank you for your purchase/trial of ALWIL Software products.:" 

Various Online Devices,inurl:Settings.aspx intitle:Beyond TV 

Various Online Devices,intitle:"HtmlAnvView:DBC" 

Files Containing Juicy Info,intext:"~~Joomla.txt" title:"Index of /" 

Vulnerable Servers,intitle:"-Nt" filetype:php undetectable 

Pages Containing Login Portals,"Welcome to Sitecore" + "License Holder" 

Files Containing Juicy Info,?intitle:index.of?".mysql_history" 

Advisories and Vulnerabilities,inurl:"tiki-index.php" filetype:php "This is TikiWiki ." 

Error Messages,inurl:"*.php?*=*.php" intext:"Warning: include" -inurl:.html -site:"php.net" -site:"stackoverflow.com" -inurl:"*forums*" 

Files Containing Passwords,filetype:cfg "radius" (pass|passwd|password) 

Advisories and Vulnerabilities,inurl:wp-content/plugins/age-verification/age-verification.php 

Advisories and Vulnerabilities,inurl:"/showPlayer.php?id=" intext:"powered by ellistonSPORT" 

Advisories and Vulnerabilities,inurl:"mod.php?mod=blog" intext:"powered by DIY-CMS" 

Various Online Devices,inurl:cgi-bin/cosmobdf.cgi? 

Files Containing Passwords,(username=* | username:* |) | ( ((password=* | password:*) | (passwd=* | passwd:*) | (credentials=* | credentials:*)) | ((hash=* | hash:*) | (md:* | md=*)) | (inurl:auth | inurl:passwd | inurl:pass) ) filetype:log 

Various Online Devices,inurl:RgFirewallRL.asp | inurl:RgDmzHost.asp | inurl:RgMacFiltering.asp | inurl:RgConnect.asp | inurl:RgEventLog.asp | inurl:RgSecurity.asp | inurl:RgContentFilter.asp | inurl:wlanRadio.asp 

Files Containing Juicy Info,allintext:D.N.I filetype:xls 

Various Online Devices,intitle:SpectraIV-IP 

Advisories and Vulnerabilities,"Powered by kryCMS" 

Vulnerable Servers,inurl:.php intitle:- BOFF . intext:[ Sec. Info ] 

Files Containing Juicy Info,Microsoft-IIS/. intitle:index.of name size 

Files Containing Juicy Info,List of Phone Numbers (In XLS File ) allinurl:telefonos filetype:xls 

Files Containing Juicy Info,Google Dork For Social Security Number ( In Spain and Argentina is D.N.I ) 

Files Containing Juicy Info,Google Dork inurl:Curriculum Vitale filetype:doc ( Vital Informaticon , Addres, Telephone Numer, SSN , Full Name, Work , etc ) In Spanish. 

Files Containing Passwords,filetype:sql inurl:wp-content/backup-* 

Various Online Devices,inurl:/cgi-bin/makecgi-pro 

Files Containing Passwords,"My RoboForm Data" "index of" 

Various Online Devices,allintitle:"UniMep Station Controller" 

Vulnerable Servers,filetype:php inurl:tiki-index.php +sirius +..* 

Files Containing Juicy Info,filetype:old (define)(DB_USER|DB_PASS|DB_NAME) 

Files Containing Juicy Info,filetype:old (mysql_connect) () 

Vulnerable Servers,filetype:php inanchor:c inurl:c intitle:cshell -seeds -marijuana 

Files Containing Juicy Info,inurl:"trace.axd" ext:axd "Application Trace" 

Files Containing Juicy Info,inurl:"/includes/config.php" 

Files Containing Juicy Info,intitle:index.of? configuration.php.zip 

Files Containing Passwords,inurl:"/Application Data/Filezilla/*" OR inurl:"/AppData/Filezilla/*" filetype:xml 

Files Containing Juicy Info,filetype:reg reg HKEY_CURRENT_USER SSHHOSTKEYS 

Vulnerable Servers,inurl:php intitle:"Cpanel , FTP CraCkeR" 

Sensitive Directories,inurl:/xampp 

Vulnerable Servers,intitle:#kraeL - shLL 

